name,phone_num,address,sido,sigungu
24시 인천동물병원 치료해주오,432-1432,인천광역시 남동구 논현동 637번지 2호 코아루파크,인천광역시,
24시 중리 행복한동물병원,055-231-7555,경상남도 창원시 마산회원구 내서읍 호계리 177번지 7호 리치상가,경상남도,
24시 청주이음동물의료센터,043-715-3133,"충청북도 청주시 흥덕구 비하동 220번지 1호 ,2층",충청북도,
24시 초이스 동물병원,237-8275,충청북도 청주시 흥덕구 복대동 2929번지,충청북도,
24시 코끼리동물병원,063-902-7975,전라북도 전주시 완산구 평화동1가 708번지 2호,전라북도,
24시 팔용feel동물병원,055-255-1275,경상남도 창원시 의창구 팔용동 42번지 36호 녹주빌딩 102~104호,경상남도,
24시 포항 이음동물의료센터,054-612-2475,경상북도 포항시 남구 효자동 587번지,경상북도,
24시간 대전동물메디컬센터 숲,0428267584,대전광역시 유성구 봉명동 664번지,대전광역시,
24시노아동물메디컬센터,062-222-0075,광주광역시 동구 대인동 320번지 1호,광주광역시,
24시도안동물메디컬센터,042-710-1502,대전광역시 서구 도안동 1789번지,대전광역시,
24시동물병원,702-2475,제주특별자치도 제주시 도남동 81번지 7호,제주특별자치도,
24시똑똑똑 동물메디컬센터,064-749-7585,제주특별자치도 제주시 연동 2333번지 8호,제주특별자치도,
24시보듬동물병원,033-655-7975,강원도 강릉시 임당동 134번지 6호,강원도,
24시송도오케이동물의료센터,032-832-7975,인천광역시 연수구 송도동 311번지 랜드마크시티센트럴더샵,인천광역시,
24시알파동물메디컬센터,0535727585,대구광역시 서구 내당동 469번지 1호,대구광역시,
24시야간응급동물병원펫츠올,055-240-5800,경상남도 창원시 마산합포구 신포동2가 28번지 대우백화점 별과1층,경상남도,
24시청주i동물병원,043)214-9975,충청북도 청주시 청원구 율량동 1070번지,충청북도,
24시퍼스트동물의료센터,032-435-6333,인천광역시 미추홀구 주안동 929번지 16호 보미 리즌빌,인천광역시,
24시프라임동물병원,053-631-9966,대구광역시 달서구 대곡동 964번지,대구광역시,
24아프리카동물메디컬센터,042)486-7581,"대전광역시 서구 탄방동 605번지 2,3층",대전광역시,
25세 동물병원,054-974-0975,경상북도 칠곡군 왜관읍 석전리 536번지 8호,경상북도,
25시 동물병원,635-0402,부산광역시 남구 문현동 359번지 21호,부산광역시,
25시종합동물병원,053-651-1101,대구광역시 달서구 송현동 798번지 244호 1층,대구광역시,
9월의 소원 동물병원,032-710-5956,"인천광역시 남동구 구월동 1199번지 1호 그랜드프라자 204,205호",인천광역시,
ABC동물병원,051-761-2502,부산광역시 수영구 광안동 117번지 10호,부산광역시,
ACE동물병원,032-205-7582,인천광역시 연수구 송도동 23번지 4호 더샵 센트럴파크2 B 101,인천광역시,
AK동물병원,033-242-2112,강원도 춘천시 중앙로3가 66번지,강원도,
AVC 동물메디컬센터,032-547-4788,인천광역시 계양구 계산동 919번지,인천광역시,
BB동물병원,052-211-7599,울산광역시 울주군 범서읍 구영리 386번지 1호,울산광역시,
BS조은동물병원,544-7588,부산광역시 해운대구 반송동 62번지 508호,부산광역시,
CM 동물병원,043-533-8868,충청북도 진천군 광혜원면 광혜원리 529번지 13호 1층,충청북도,
Central 동물병원,032-815-7582,인천광역시 연수구 송도동 23번지 4호 더샵센트럴파크2차상가 C 128,인천광역시,
D&C동물병원,032)434-7525,인천광역시 남동구 간석동 573번지 1호 성우네오빌,인천광역시,
Dr.남동물병원,236-0575,광주광역시 서구 화정동 825번지 10호,광주광역시,
E 동물의료원,043-544-8514,충청북도 보은군 마로면 관기리 388번지 4호,충청북도,
Jpet동물병원,051-853-7579,부산광역시 연제구 연산동 844번지 28호,부산광역시,
J동물병원,032-566-7582,인천광역시 서구 청라동 157번지 15호 커낼힐스빌,인천광역시,
KRA 렛츠런파크제주 동물병원,786-8341,제주특별자치도 제주시 애월읍 유수암리 1206번지 한국마사회제주경마본부,제주특별자치도,
KRA 장수동물병원,063-350-3761,전라북도 장수군 장계면 명덕리 1번지 장수경주마목장,전라북도,
KU건국동물병원,335-1023,충청남도 예산군 예산읍 산성리,충청남도,
My pet 동물병원,063-538-8575,전라북도 정읍시 수성동 837번지 마이펫종합동물병원,전라북도,
O.K 동물병원,055-546-7588,경상남도 창원시 진해구 여좌동 796번지 6호,경상남도,
O.K 동물병원,546-7588,경상남도 창원시 진해구 여좌동 796번지 6호,경상남도,
PET119동물병원,284-6994,전라남도 목포시 상동 854번지 8호,전라남도,
PNH 동물병원,070-4256-8656,충청남도 홍성군 홍성읍 옥암리 8번지 5호,충청남도,
The행복한동물병원,055-242-8988,경상남도 창원시 마산회원구 내서읍 호계리 177번지 7호 호계리치프라자,경상남도,
UN동물의료센터,051-624-2475,부산광역시 남구 대연동 1745번지 9호,부산광역시,
W 인천심장동물병원,032-565-8270,인천광역시 서구 청라동 157번지 21호 청라한신더휴커낼웨이,인천광역시,
W동물의료센터,051-626-5050,부산광역시 남구 용호동 164번지,부산광역시,
on동물병원,055-646-1550,경상남도 통영시 북신동 50번지 9호,경상남도,
y동물병원,053-791-7532,대구광역시 수성구 시지동 258번지 13호 1층,대구광역시,
가경 나음 동물병원,236-7975,충청북도 청주시 흥덕구 가경동 2225번지,충청북도,
가까운동물병원,288-7533,충청북도 청주시 서원구 분평동 742번지,충청북도,
가나다 동물병원,0517157979,부산광역시 사상구 주례동 191번지 17호,부산광역시,
가나동물병원,534-7582,충청남도 아산시 온천동 80번지 5호,충청남도,
가나동물병원,954-3395,대구광역시 북구 산격동 1216번지 4호,대구광역시,
가나동물병원,"742-4287,8",충청남도 논산시 연무읍 안심리 1번지 155호,충청남도,
가람가축병원,054-432-2292,경상북도 김천시 황금동 17번지 12호,경상북도,
가람동물병원,743-1947,경상북도 경주시 외동읍 입실리 1046번지 17호,경상북도,
가람동물병원,055-292-7375,경상남도 창원시 마산회원구 합성동 158번지 9호,경상남도,
가람동물병원,055-292-7375,경상남도 창원시 마산회원구 합성동 134번지 2호,경상남도,
가람동물병원,0613327975,전라남도 나주시 빛가람동 283번지 3호,전라남도,
가람동물병원,053-639-6366,대구광역시 달서구 상인동 240번지 9호,대구광역시,
가람동물병원,064-794-7571,제주특별자치도 서귀포시 대정읍 하모리 2142번지 7호 가람동물병원,제주특별자치도,
가람동물병원,535-4123,경상북도 상주시 복룡동 293번지 37호,경상북도,
가람동물병원,755-3625,경상남도 진주시 칠암동 296번지 3호,경상남도,
가로수동물병원,372-7975,광주광역시 서구 화정동 808번지 13호,광주광역시,
가믄장 동물병원,751-8880,충청남도 금산군 금산읍 상리 127번지 4호,충청남도,
가야농업협동조합동물병원,932-7750,경상남도 합천군 가야면 황산리 351번지,경상남도,
가야동물병원,352-4663,경상남도 밀양시 내이동 1559번지 22호,경상남도,
가야동물병원,054-430-8275,경상북도 김천시 남산동 12번지 3호,경상북도,
가야동물병원,251-8597,광주광역시 북구 우산동 206번지 8호,광주광역시,
가야종합동물병원,894-7559,부산광역시 부산진구 개금동 186번지 22호,부산광역시,
가양동물의료센터,0426368855,대전광역시 동구 가양동 416번지 9호,대전광역시,
가온동물병원,553-5534,충청남도 천안시 동남구 청당동 153번지 15호,충청남도,
가온동물병원,053-958-0075,대구광역시 북구 서변동 1746번지 9호,대구광역시,
가온동물병원,055-387-8256,경상남도 양산시 물금읍 가촌리 1280번지 3호,경상남도,
가온동물의료센터,055-274-7575,경상남도 창원시 성산구 가음동 37번지 7호,경상남도,
가온동물의료센터,032-566-7589,인천광역시 서구 가정동 619번지 7호,인천광역시,
가정동물병원,032-575-0833,인천광역시 서구 가정동 517번지 32호,인천광역시,
가족동물병원,063-446-6688,전라북도 군산시 수송동 820번지 6호 군산수송동우체국,전라북도,
가축유전자원센터 동물병원,055-960-3500,경상남도 함양군 서상면 상남리 1782번지 가축유전자원센터,경상남도,
감계동물병원,055-291-8275,경상남도 창원시 의창구 북면 감계리 236번지 5호,경상남도,
갑을동물병원,784-7844,부산광역시 해운대구 재송동 1098번지 1호 14통 2반 현대맨션,부산광역시,
강 동물병원(산업동물출장진료 동물병원),342-3060,경상남도 김해시 진영읍 여래리 700번지 77호,경상남도,
강남가축병원,033-645-8871,강원도 강릉시 포남동 1155번지 14호,강원도,
강남동물병원,631-7582,충청남도 홍성군 홍성읍 고암리 536번지 1호,충청남도,
강남동물병원,267-0025,울산광역시 남구 달동 1328번지 3호,울산광역시,
강남동물병원,441-1183,경상북도 구미시 원평동 1060번지 14호,경상북도,
강남동물병원,723-2005,제주특별자치도 제주시 삼도이동 214번지 20호,제주특별자치도,
강남메디컬동물병원,054-901-1100,경상북도 안동시 정하동 251번지 2호,경상북도,
강남종합동물병원,033-263-0513,강원도 춘천시 석사동 765번지 10호,강원도,
강내동물병원,260-2145,충청북도 청원군 강내면 탑연리 173번지 5호,충청북도,
강내동물병원,233-2145,충청북도 청주시 흥덕구 강내면 탑연리 173번지 5호 2통,충청북도,
강동동물병원,033-256-3319,강원도 춘천시 신동면 정족리 377번지 1호,강원도,
강동물병원,761-0383,경상남도 진주시 하대동 337번지 3호,경상남도,
강동물병원,325-7579,대구광역시 북구 관음동 1383번지 14호,대구광역시,
강릉동물병원,641-7584,강원도 강릉시 옥천동 161번지 1호,강원도,
강릉축협동물병원,645-2101,강원도 강릉시 입암동 448번지,강원도,
강서동물병원,233-7512,충청북도 청주시 흥덕구 비하동 714번지,충청북도,
강서동물병원,233-7512,충청북도 청주시 흥덕구 비하동 714번지,충청북도,
강아지와고양이나라 동물병원,439-3578,인천광역시 남동구 논현동 605번지 11호,인천광역시,
강애동물병원,055-262-5152,경상남도 창원시 성산구 안민동 72번지 한솔프라자,경상남도,
강영석동물병원,041-633-4200,충청남도 홍성군 홍성읍 오관리 297번지 29호,충청남도,
강원대학교 부속 동물병원,033-250-8606,강원도 춘천시 효자동 192번지 1호,강원도,
강원대학교부설 야생동물구조센터,033-250-7500,강원도 춘천시 효자동 192번지 1호 강원대학교,강원도,
강원동물병원,033-766-7494,강원도 원주시 중앙동 43번지 2호,강원도,
강원양돈축산업협동조합동물병원,642-2212,강원도 강릉시 교동 1888번지 3호,강원도,
개금동물병원,324-9954,부산광역시 사상구 주례동 23번지 2호,부산광역시,
거산동물병원,363-2550,충청남도 당진시 신평면 거산리 161번지 4호 거산동물병원,충청남도,
거제동물메디컬센터,0556327582,경상남도 거제시 수월동 1043번지 92호,경상남도,
거제동물병원,862-8668,부산광역시 연제구 거제동 608번지 18호,부산광역시,
거창축산업협동조합동물병원,944-9976,경상남도 거창군 거창읍 대평리 1497번지 3호,경상남도,
검단이담동물의료센터,0327102440,인천광역시 서구 원당동 0번지 세중시그니쳐,인천광역시,
겨울나는나비 동물병원,055-853-9101,경상남도 사천시 용현면 선진리 103번지 7호,경상남도,
견우동물병원,0542527577,경상북도 포항시 북구 두호동 1052번지 2호,경상북도,
경남동물병원,356-3100,경상남도 밀양시 내일동 644번지,경상남도,
경남동물병원,055-752-5803,경상남도 진주시 일반성면 창촌리 643번지 4호,경상남도,
경남야생동물센터,055-772-2335,경상남도 진주시 가좌동 900번지 경상대학교,경상남도,
경남우유동물병원,293-9509,경상남도 창원시 동읍 용잠리 396번지 1호,경상남도,
경남유우동물병원,293-9509,경상남도 창원시 의창구 동읍 용잠리 396번지 1호,경상남도,
경동동물병원,765-9988,인천광역시 중구 경동 240번지 60호,인천광역시,
경북가축병원,352-5630,대구광역시 북구 노원동2가 290번지 3호,대구광역시,
경북대동물병원,762-0164,경상북도 경주시 안강읍 안강리 304번지 4호,경상북도,
경북대학교 수의과대학 부속동물병원,053-950-6898,대구광역시 북구 산격동 1370번지 1호 경북대학교 수의과대학,대구광역시,
경북대학교 수의과대학 부속동물병원(분원),054-530-1970,경상북도 상주시 가장동 386번지 경북대학교상주캠퍼스,경상북도,
경북종합동물병원,541-0304,경상북도 상주시 함창읍 구향리 122번지 80호,경상북도,
경산축산농협 동물병원,856-7585,경상북도 경산시 자인면 서부리 662번지 9호,경상북도,
경상국립대학교 동물의료원,055-772-2323,경상남도 진주시 가좌동,경상남도,
경상국립대학교수의과대학부속동물병원,055-772-2324,경상남도 진주시 가좌동,경상남도,
경상동물병원,055-263-5144,경상남도 창원시 상남동 1번지 5호 대한상가104호,경상남도,
경상동물병원,055-263-5144,경상남도 창원시 성산구 상남동 1번지 5호 대한상가,경상남도,
경일 동물병원,055-297-1919,경상남도 창원시 마산회원구 회성동 449번지 9호,경상남도,
경주동물메디컬센터,054-727-2475,경상북도 경주시 성동동 188번지 10호,경상북도,
경주동물병원,772-4712,경상북도 경주시 성동동 420번지 3호,경상북도,
경주시 동물사랑보호센터 동물병원,054-760-2885,경상북도 경주시 천북면 신당리 915번지 21호 경주시 동물보호센터,경상북도,
계산동물병원,032-549-2626,인천광역시 계양구 작전동 855번지 14호 2층,인천광역시,
계양 24시 SKY 동물병원,275-7575,인천광역시 계양구 작전동 901번지 4호,인천광역시,
계양 동물 메디컬 센터,032-555-9975,인천광역시 계양구 계산동 942번지 37호 1층,인천광역시,
계양동물병원,032-551-8275,인천광역시 계양구 효성동 320번지 1호,인천광역시,
계절엔 동물의료센터,042-368-7575,대전광역시 유성구 관평동 1343번지,대전광역시,
고동물병원,246-0473,부산광역시 중구 남포동5가 51번지 7호,부산광역시,
고려동물메디컬센터,(043)268-5677,충청북도 청주시 서원구 사직동 720번지 31호,충청북도,
고려동물병원,371-0563,경상북도 청도군 청도읍 고수리 854번지 1호 8통 11반,경상북도,
고려동물병원,055-238-6520,경상남도 창원시 봉곡동 31번지 3호,경상남도,
고려동물병원,055-238-6520,경상남도 창원시 의창구 봉곡동 31번지 3호,경상남도,
고려동물병원,536-3675,경상북도 상주시 남성동 101번지 11호,경상북도,
고려동물병원,855-0124,전라북도 익산시 영등동 747번지 3호,전라북도,
고려동물병원,061-393-8181,전라남도 장성군 장성읍 영천리 908번지 11호,전라남도,
고려동물병원,041-557-8575,충청남도 천안시 동남구 신부동 319번지 37호,충청남도,
고려동물병원,325-0175,경상남도 김해시 서상동 255번지 8호,경상남도,
고려동물병원,033-264-9975,강원도 춘천시 퇴계동 140번지 23호,강원도,
고려동물병원,070-7796-3478,충청북도 옥천군 옥천읍 장야리 248번지 1호,충청북도,
고려동물병원(출장진료전문동물병원),382-9646,전라남도 담양군 담양읍 지침리 58번지,전라남도,
고려동물종합병원,042-633-7582,대전광역시 대덕구 송촌동 481번지 11호,대전광역시,
고려애견종합병원,256-6100,대구광역시 중구 남산동 661번지 1호,대구광역시,
고령성주축협동물병원,054-954-0723,경상북도 고령군 고령읍 고아리 140번지 21호,경상북도,
고성작은동물병원,055-673-7582,경상남도 고성군 고성읍 송학리 318번지 18호,경상남도,
고수 동물병원,054-372-9395,경상북도 청도군 청도읍 고수리 271번지 3호,경상북도,
고운동물병원,044-865-9575,세종특별자치시 고운동 1006번지 고운드림55,세종특별자치시,
고은동물병원,814-8005,"경상북도 경산시 중방동 841번지 5호 한국농어촌공사 경산,청도지사",경상북도,
고은동물병원,311-7578,부산광역시 사상구 모라동 459번지 2호,부산광역시,
고제용 동물병원,033-633-4212,강원도 속초시 교동 690번지 13호,강원도,
고창,561-0561,전라북도 고창군 고창읍 읍내리 169번지,전라북도,
고창부안축협동물병원,561-2480,전라북도 고창군 흥덕면 신덕리 35번지 6호,전라북도,
고창중앙 동물병원,563-4245,전라북도 고창군 고창읍 읍내리 964번지 1호,전라북도,
고흥종합동물병원,061-832-7582,전라남도 고흥군 고흥읍 남계리 840번지 3호,전라남도,
곰아저씨 동물병원,746-5575,대구광역시 수성구 수성동4가 1017번지 32호,대구광역시,
공감동물메디컬센터,062-716-2979,광주광역시 광산구 장덕동 1658번지,광주광역시,
공검가축병원,541-1157,경상북도 상주시 공검면 양정리 22번지 3호 8통,경상북도,
공군교육사령부동물병원,055-750-2870,경상남도 진주시 금산면 속사리 159번지,경상남도,
관문동물병원,054-277-5809,경상북도 포항시 남구 효자동 594번지 4호,경상북도,
관저종합동물병원,042-546-7575,대전광역시 서구 관저동 1542번지,대전광역시,
광산동물병원,944-5550,광주광역시 광산구 송정동 826번지 31호,광주광역시,
광양동물메디컬센터,061-792-7501,전라남도 광양시 중동 1438번지 4호,전라남도,
광장동물병원,053-653-5549,대구광역시 달서구 두류동 487번지 25호,대구광역시,
광장동물병원,033-242-8075,강원도 춘천시 효자동 654번지 3호,강원도,
광주 한사랑동물병원,062-223-0075,광주광역시 동구 학동 859번지 7호,광주광역시,
광주24시스카이동물메디컬센터,062-719-4275,"광주광역시 서구 쌍촌동 970번지 13호 두왕빌딩(3,4,5층)",광주광역시,
광주광역시 야생동물구조관리센터,062-613-6651,광주광역시 서구 유촌동 820번지 111호,광주광역시,
광주광역시 우치동물원 동물병원,613-5890,광주광역시 북구 생용동 산127번지 2호 우치공원 금호패밀리랜드,광주광역시,
광주다온동물병원,062-956-7566,광주광역시 광산구 월곡동 679번지 6호,광주광역시,
광주동물메디컬센터,062-523-0075,광주광역시 광산구 신창동 77번지 255호,광주광역시,
광주동물병원,062-681-5720,광주광역시 남구 송하동 492번지 27호 동물병원,광주광역시,
광주동물보호소 부속동물병원,062-571-2808,광주광역시 북구 본촌동 378번지 6호 동물보호소,광주광역시,
광주축산농협 동물병원,062-228-1083,"광주광역시 서구 마륵동 172번지 59호 1,2층",광주광역시,
광주축산농협동물병원,062-674-1232,광주광역시 남구 송하동 262번지 1호,광주광역시,
광진동물병원,055-532-0636,경상남도 창녕군 창녕읍 말흘리 747번지 11호,경상남도,
광희동물병원,063-229-6649,전라북도 완주군 이서면 이문리 711번지 3호,전라북도,
괴산증평축협동물병원,043-833-8869,충청북도 괴산군 괴산읍 동부리,충청북도,
괴정동물병원,207-3344,부산광역시 사하구 괴정동 896번지 17호,부산광역시,
구구동물병원,051-638-9977,부산광역시 동구 범일동 325번지 3호,부산광역시,
구미 JM 동물 메디컬 센터,054-465-0220,경상북도 구미시 공단동 251번지 파라디아아파트 501 201,경상북도,
구미TOP동물의료센터,054-443-7582,경상북도 구미시 도량동 269번지 1호 RP도량점,경상북도,
구미가축병원,054-435-2107,경상북도 구미시 원평동 964번지 214호,경상북도,
구미옥계동물병원,054-476-7579,경상북도 구미시 옥계동 739번지 1호,경상북도,
구미칠곡축산농협동물병원,054-482-1377,경상북도 구미시 선산읍 교리 422번지 14호,경상북도,
국군의학연구소 동물병원,042-878-4878,대전광역시 유성구 추목동 사서함 78-503호,대전광역시,
국립공원공단 국립공원야생생물보전원 북부보전센터,463-9120,강원도 인제군 북면 용대리 450번지 21호,강원도,
국립공원공단 국립공원야생생물보전원 야생동물의료센터,061-783-9585,전라남도 구례군 마산면 황전리 산44번지 1호,전라남도,
국립백두대간수목원 동물병원,054-679-0977,경상북도 봉화군 춘양면 서벽리 1422번지 12호,경상북도,
국립생태원 멸종위기종복원센터,054-680-7451,경상북도 영양군 영양읍 대천리 360번지 국립멸종위기종복원센터,경상북도,
국립생태원 멸종위기종복원센터 동물병원,054-680-7451,경상북도 영양군 영양읍 대천리 360번지 국립멸종위기종복원센터,경상북도,
국립생태원동물병원,041-950-5875,충청남도 서천군 마서면 송내리 755번지,충청남도,
국립축산과학원 가금연구소 동물병원,033-3309500,강원도 평창군 대관령면 횡계리 산1번지 169호 고령지 시험장,강원도,
국립축산과학원 동물병원,063-238-7224,전라북도 완주군 이서면 금평리 산145번지 5호 국립축산과학원,전라북도,
국립축산과학원 한우연구소 동물병원,0333300617,강원도 평창군 대관령면 차항리 268번지 한우시험장,강원도,
국제동물병원,051-204-7588,부산광역시 강서구 명지동 3357번지 6호 미주프라자,부산광역시,
국제동물병원,055-246-6768,경상남도 창원시 마산합포구 서성동 84번지 10호,경상남도,
군산24시 제일동물병원,461-5079,전라북도 군산시 미장동 495번지 6호,전라북도,
군옥동물병원,063451-2163,전라북도 군산시 대야면 산월리 400번지 5호 1통,전라북도,
군위축협 동물병원,054-383-7728,대구광역시 군위군 군위읍 서부리 154번지 17호,대구광역시,
굿모닝24시동물병원,576-7552,충청남도 천안시 서북구 쌍용동 1176번지 1호,충청남도,
굿모닝동물병원,032-583-1119,인천광역시 서구 석남동 510번지 6호,인천광역시,
굿모닝동물병원,324-0116,대구광역시 북구 동천동 932번지 4호,대구광역시,
굿모닝동물병원,042-636-9645,대전광역시 중구 부사동 129번지 7호,대전광역시,
굿모닝동물병원,054-283-8275,경상북도 포항시 남구 오천읍 원리 939번지,경상북도,
굿모닝동물병원,573-7171,광주광역시 북구 용봉동 476번지 1호,광주광역시,
그랜드 동물병원,365-7588,부산광역시 북구 금곡동 1880번지 12호 해림빌딩,부산광역시,
그랜드벳동물병원,053-794-7975,대구광역시 수성구 신매동 261번지 16호,대구광역시,
그레이스 동물병원,061-727-0750,전라남도 순천시 연향동 1343번지 3호 서원문고,전라남도,
그루동물병원,032-818-1020,인천광역시 연수구 연수동 536번지 동남아파트,인천광역시,
그린동물병원,0518174749,부산광역시 부산진구 전포동 181번지 1호 서면대우디오빌2,부산광역시,
그린동물병원,275-7575,충청북도 청주시 서원구 사직동 569번지 8호,충청북도,
그린동물병원,275-7575,충청북도 청주시흥덕구 사직동 569번지 8호,충청북도,
그린동물병원,062-352-0101,광주광역시 남구 월산동 1035번지 18호,광주광역시,
그린벨동물의료센터,043-882-7975,충청북도 음성군 맹동면 동성리 501번지,충청북도,
그린종합동물병원,033-762-9882,강원도 원주시 개운동 36번지,강원도,
그림동물병원,041-568-7277,충청남도 천안시 동남구 성황동 10번지 16호,충청남도,
금강동물병원,746-7111,대구광역시 수성구 만촌동 1326번지 14호 지하1층,대구광역시,
금강동물병원,835-2198,충청남도 부여군 부여읍 구아리 141번지 3호 3통,충청남도,
금강동물병원,063-446-4572,전라북도 군산시 장재동 812번지 1호 41통 2반 군산수송동제일오투그란데 2단지 502 1204,전라북도,
금강동물병원,033-673-8275,강원도 양양군 양양읍 연창리 203번지 15호,강원도,
금강동물병원,858-7582,전라북도 익산시 창인동1가 49번지 40호,전라북도,
금비동물병원,042-526-4672,대전광역시 중구 오류동 164번지 5호,대전광역시,
금비동물병원,041-856-8082,충청남도 공주시 신관동 256번지 6호,충청남도,
금빛동물병원,051-515-3179,부산광역시 금정구 장전동 615번지 6호,부산광역시,
금악동물병원,064-796-8275,제주특별자치도 제주시 한림읍 금악리 2031번지 24호,제주특별자치도,
금오산낙농축협동물병원,054-433-3130,경상북도 김천시 대광동 1088번지,경상북도,
금호동물병원,383-7572,광주광역시 서구 금호동 243번지 6호,광주광역시,
기계동물병원,054-248-1858,경상북도 포항시 북구 기계면 현내리 312번지,경상북도,
기분좋은 동물병원,054-776-6005,경상북도 경주시 양남면 읍천리 44번지,경상북도,
기운내 동물병원,062-528-7588,광주광역시 북구 운암동 1781번지 운암2차 남양휴튼,광주광역시,
기장동물병원,721-8075,부산광역시 기장군 기장읍 대라리 35번지 12호,부산광역시,
길경진동물병원,244-5504,부산광역시 서구 동대신동2가 368번지 1호,부산광역시,
길동물병원,467-1275,인천광역시 남동구 만수동 889번지 15호,인천광역시,
길동물병원,032-578-5119,인천광역시 서구 신현동 303번지,인천광역시,
길동물병원,055-274-0075,경상남도 창원시 성산구 성주동 127번지 성주빌딩,경상남도,
길동물병원,652-8788,광주광역시 남구 주월동 404번지 15호,광주광역시,
김광수동물병원,545-6796,충청남도 아산시 권곡동 537번지 10호,충청남도,
김남수동물병원,441-3213,강원도 화천군 사내면 사창리 423번지 14호,강원도,
김동물병원,061-745-8778,전라남도 순천시 인제동 377번지 1호,전라남도,
김동물병원,856-4942,전라북도 익산시 황등면 황등리 920번지 9호 4통,전라북도,
김동물병원,061-351-3366,전라남도 영광군 영광읍 남천리 336번지 4호,전라남도,
김수영 동물병원,572-8275,충청남도 천안시 서북구 쌍용동 1544번지 1호 쌍용메디칼,충청남도,
김수의과병원,054-283-1626,경상북도 포항시 북구 용흥동 118번지 18호 45통 5반,경상북도,
김수의과병원&lt;산업동물출장진료전문병원&gt;,055-521-0438,경상남도 창녕군 영산면 서리 216번지 9호,경상남도,
김영석 동물병원,942-0422,경상남도 거창군 가조면 마상리,경상남도,
김용태동물병원,533-9890,전라북도 정읍시 태인면 태창리,전라북도,
김재문동물병원,343-5450,강원도 횡성군 횡성읍 읍하리 134번지 32호,강원도,
김준완 동물의료센터,704-7582,부산광역시 해운대구 우동 641번지 7호,부산광역시,
김천연합동물병원,054-436-7577,경상북도 김천시 신음동 1313번지 대신휴먼시아,경상북도,
김천축산농협 동물병원,433-2133,경상북도 김천시 성내동 8번지 1호,경상북도,
김해동물메디컬센터,055-312 7555,경상남도 김해시 내동 1143번지 4호 2층,경상남도,
김해동물병원,333-5645,경상남도 김해시 삼계동 1486번지 1호 위너스타운 107호,경상남도,
김해축협동물병원,055-331-9494,경상남도 김해시 한림면 명동리 934번지 4호,경상남도,
김현태김동민 동물의료센터,051-265-7582,부산광역시 사하구 다대동 33번지 1호,부산광역시,
나눔 양한방동물병원,044-868-3793,세종특별자치시 도담동 855번지 도램마을9단지,세종특별자치시,
나라동물병원,766-9350,대구광역시 수성구 중동 356번지 7호 수성 골드클래스 더 센텀 상가201 116,대구광역시,
나라동물병원,043-648-0750,충청북도 제천시 청전동 13번지 8호,충청북도,
나래동물병원,529-5582,광주광역시 북구 운암동 357번지 7호 영일빌딩 106호,광주광역시,
나무쉼터 동물병원,042-536-5002,대전광역시 중구 태평동 264번지 25호,대전광역시,
나아라 동물병원,042-721-1346,대전광역시 서구 도안동 1049번지,대전광역시,
나아라 동물병원,799-7582,제주특별자치도 제주시 아라일동 6096번지 3호,제주특별자치도,
나우 동물병원,055-383-7851,경상남도 양산시 신기동 645번지 10호,경상남도,
나우동물메디컬센터 신불당본원,041-414-2676,충청남도 천안시 서북구 불당동 1528번지 강남타워,충청남도,
나우동물의료센터,041-555-2575,충청남도 천안시 서북구 백석동 9번지 3호,충청남도,
나은동물병원,473-8272,전라남도 영암군 도포면 성산리 96번지 4호,전라남도,
나은동물병원,642-7587,강원도 강릉시 교동 1881번지 9호,강원도,
나음동물메디컬센터,063-228-5311,전라북도 전주시 완산구 중화산동2가 535번지 4호 마리앤스튜디오,전라북도,
나음동물병원,064-747-7585,제주특별자치도 제주시 노형동 711번지 5호 노형이타스 2,제주특별자치도,
나음동물병원,578-4575,충청남도 천안시 동남구 신방동 1536번지,충청남도,
나음동물병원,716-1275,충청북도 청주시 상당구 용암동 2108번지 1호,충청북도,
나의 동물메디컬 센터,033-636-7179,강원도 속초시 조양동 1497번지 5호,강원도,
나주종합동물병원,336-8275,전라남도 나주시 성북동,전라남도,
나주축협동물병원,334-7588,전라남도 나주시 왕곡면 장산리 198번지,전라남도,
낙동가축병원,384-6585,경상남도 양산시 물금읍 범어리 408번지 3호 1통 1반,경상남도,
남강동물병원,055-974-3575,경상남도 산청군 산청읍 옥산리 329번지 4호,경상남도,
남문동물병원,757-0295,제주특별자치도 제주시 삼도이동 220번지 7호,제주특별자치도,
남부동물병원,654-1444,대구광역시 남구 대명동 807번지 13호 45통 1반,대구광역시,
남부여동물병원,041-833-8275,충청남도 부여군 부여읍 구아리 391번지,충청남도,
남산동물병원,224-8275,울산광역시 남구 무거동 1434번지 3호,울산광역시,
남산동물병원,374-0325,전라남도 화순군 화순읍 향청리 56번지 5호,전라남도,
남산연합동물병원,421-7582,대구광역시 중구 남산동 2118번지 2호 로하스남산,대구광역시,
남양종합동물병원,0552615435,경상남도 창원시 성산구 남양동 23번지 개나리3차아파트상가,경상남도,
남영가축병원 (출장진료전문병원),872-7747,충청북도 음성군 음성읍 읍내리 398번지 7호,충청북도,
남원동물병원,064-764-1050,제주특별자치도 서귀포시 남원읍 남원리 100번지 2호 민생약국,제주특별자치도,
남창미르동물병원,052-238-7511,울산광역시 울주군 온양읍 대안리 567번지 4호,울산광역시,
남창원동물병원,055-287-0075,경상남도 창원시 성산구 가음동 47번지 2호,경상남도,
