,hospital_name,hospital_phone,hospital_address
2763,신세계동물병원,***********,경상북도 구미시 송정동 463번지 4호
2764,신세계동물병원,468-7533,인천광역시 남동구 만수동 879번지 2호
2765,신세계동물병원,***********,
2766,신세계동물병원,751-6693,대구광역시 수성구 수성동3가 347번지 18호 효정빌딩 1층
2767,신세계동물병원,273-9636,경상북도 포항시 남구 해도동 123번지 5호
2768,신세계동물병원,0326147588,경기도 부천시 심곡본동 671번지 1호 이테크 에비뉴스타
2769,신세계동물의료센터,055-367-9123,경상남도 양산시 물금읍 가촌리 1280번지 4호 나래메트로시티 A 201
2770,신안동물병원,061-271-6014,전라남도 신안군 압해읍 신장리 470번지 3호
2771,신영동물병원,3217-1081,서울특별시 서대문구 홍은동 217번지 30호
2772,신영재동물병원,032-552-0075,인천광역시 계양구 병방동 426번지
2773,신영통동물병원,031-204-9006,경기도 수원시 영통구 망포동 570번지 5호
2774,신원동물메디컬센터,02-381-0507,경기도 고양시 덕양구 신원동 638번지 4호
2775,신월동물병원,02-2607-7582,서울특별시 양천구 신월동 1002번지 3호
2776,신월라온동물의료센터,02-2694-7575,서울특별시 양천구 신월동 536번지 6호 1층
2777,신일산동물병원,9046681,경기도 고양시 일산동구 마두동 759번지 백마프라자
2778,신일환동물병원,682-1010,전라남도 여수시 학동 11번지 16호
2779,신장가축병원,761-2014,경기도 광주시 도척면 진우리 381번지 1호
2780,신장동물병원,791-5578,경기도 하남시 천현동 205번지 4호
2781,신정 동물병원,2697-7576,서울특별시 양천구 신정동 987번지 3호 1층
2782,신정동물병원,***********,전라남도 나주시 죽림동 138번지 44호 신정가축약품
2783,신제주동물병원,744-2992,제주특별자치도 제주시 노형동 720번지 3호
2784,신창동물병원,992-9414,서울특별시 도봉구 창동 635번지 42호 20통 1반 건영캐스빌아파트 101 1201
2785,신창동물병원,062-952-0750,광주광역시 광산구 신창동 1129번지 3호
2786,신천동물병원,031-315-3727,경기도 시흥시 신천동 709번지 10호
2787,신천동물병원,02-420-0975,서울특별시 송파구 잠실동 242번지 4호 리치빌딩 1층
2788,신촌 숲 동물병원,0507-1350-7229,서울특별시 마포구 신수동 462번지 신촌숲아이파크
2789,신촌동물병원,877-0675(6),경기도 의정부시 가능동 648번지 23호
2790,신탄진 동물병원,931-7582,대전광역시 대덕구 신탄진동 147번지 5호
2791,신통방통 동물병원,032-552-3369,인천광역시 계양구 작전동 863번지
2792,신퍼피클럽 동물병원,032-821-8275,인천광역시 연수구 연수동 522번지 3호
2793,신풍동물종합병원,02-835-7572,서울특별시 영등포구 신길동 3611번지
2794,신한동물병원,053-352-1998,대구광역시 북구 칠성동2가 2번지 2호
2795,신항동물병원,***********,경상남도 창원시 진해구 용원동 1343번지 3호 그린타워
2796,신현동물병원,636-8272,경상남도 거제시 고현동 238번지 6호
2797,신호동물병원,051-972-0972,부산광역시 강서구 신호동 304번지 9호
2798,신화,***********,충청남도 서산시 동문동 1012번지 24호
2799,신흥동물병원,033-434-2206,강원도 홍천군 홍천읍 신장대리 13번지 1호
2800,신흥동물병원,732-2423,경기도 성남시 수정구 신흥동 3414번지 창진빌딩
2801,신흥동물병원,***********,충청남도 홍성군 광천읍 신진리 423번지 7호
2802,신흥동물병원,212-9117,충청북도 청주시 상당구 율량동 1386번지 분평주공아파트 711 1401
2803,신흥동물병원(산업동물병원),212-9117,충청북도 청주시 청원구 내수읍 구성리 253번지 5호
2804,심동물병원,,전라남도 곡성군 옥과면 리문리 409번지 3호
2805,심동물병원,070-8826-5882,충청남도 부여군 규암면 규암리 117번지 5호 금강타운 102호
2806,심바동물병원,02-523-0275,서울특별시 서초구 방배동 951번지 3호 대진빌딩
2807,심재웅동물병원,02-2244-7755,서울특별시 동대문구 휘경동 34번지 48호
2808,심재훈동물병원,662-4805,경기도 평택시 지산동 766번지 4호
2809,십자가축병원,931-3135,경상남도 합천군 합천읍 합천리 891번지 8호
2810,쌤아저씨,042-531-4405,대전광역시 서구 내동 169번지 11호
2811,썬 애니멀 클리닉(S.A.clinic),,충청남도 천안시 동남구 신부동 489번지 1호 신부동오피스텔
2812,썬애니멀크리닉,***********,경기도 용인시 기흥구 구갈동 353번지 6호 서안빌딩
2813,쓰담쓰담 동물병원,927-7585,서울특별시 성북구 종암동 86번지 1호
2814,씨밀레동물병원,02-470-7905,서울특별시 송파구 풍납동 403번지 9호 웅산빌딩
2815,씨엔에프 팜테크,***********,제주특별자치도 제주시 연동 2413번지 4호
2816,씨엘동물병원,031-425-7512,경기도 안양시 동안구 관양동 1725번지 1호 스마트프라자
2817,아나파동물병원,032-876-7585,인천광역시 미추홀구 주안동 505번지 1호
2818,아나푸게안과동물병원,524-3663,광주광역시 북구 용봉동 1402번지 6호
2819,아너스 동물병원,052-281-3567,울산광역시 남구 삼산동 1550번지 12호
2820,아델 동물병원,522-0222,서울특별시 서초구 서초동 1534번지 2호 명성빌딩
2821,아델동물병원,***********,경기도 김포시 운양동 1307번지 4호 그랜드타워
2822,아띠동물병원,0319856125,경기도 김포시 장기동 1609번지 신한프라자
2823,아띠동물의료센터,02-6242-8275,서울특별시 동대문구 전농동 322번지 31호
2824,아라i동물병원,064-753-7575,제주특별자치도 제주시 아라일동 6114번지 14호
2825,아라동물병원,727-8442,제주특별자치도 제주시 아라일동 6139번지
2826,아라양돈동물병원,***********,경기도 용인시 처인구 김량장동 203번지 37호 더 하우스 1층
2827,아라종합동물병원,032-886-0079,인천광역시 미추홀구 주안동 241번지 9호
2828,아란종합동물병원,905-7588,서울특별시 노원구 월계동 3번지 94호 드림빌 201호
2829,아람동물병원,02-835-7975,서울특별시 영등포구 신길동 162번지 10호
2830,아람동물의료센터,032-866-1111,인천광역시 서구 원당동 0번지 아인시티 주차타워
2831,아랑동물병원,055-552-3071,경상남도 창원시 진해구 용원동 1269번지 6호 1층
2832,아름다운 동물병원,032-834-7583,인천광역시 연수구 송도동 3번지 29호 서운프라자
2833,아름다운동물병원,325-7588,경기도 부천시 상동 401번지 1호 송내부건프라자
2834,아름동물병원,706-7595,경기도 성남시 분당구 이매동 137번지 4호 신흥코아
2835,아름동물병원,731-3935,충청북도 옥천군 옥천읍 삼양리 산194번지 4호
2836,아름드리동물병원,031-213-7514,경기도 수원시 영통구 하동 968번지 4호
2837,아리 동물병원,***********,강원도 화천군 화천읍 아리 110번지 4호
2838,아리랑동물병원,,전라남도 화순군 화순읍 삼천리 488번지 1호
2839,아리스타동물의료센터,041-909-4141,충청남도 천안시 서북구 불당동 1483번지 불당아리스타팰리스 1
2840,아림동물병원,***********,경상남도 거창군 거창읍 김천리 365번지 10호 세종약국
2841,아마존,031-972-7582,경기도 고양시 덕양구 행신동 944번지
2842,아마존 동물병원,032-555-7502,인천광역시 계양구 임학동 67번지 7호
2843,아마존동물병원,613-3872,경기도 화성시 봉담읍 와우리 31번지 28호 토마토오피스텔2
2844,아마존동물병원,031-564-0075,경기도 구리시 교문동 270번지 2호
2845,아비넥스트 부설 동물병원,***********,충청북도 청주시 상당구 남일면 고은리 156번지 2호
2846,아빠손동물병원,282-7553,
2847,아산동물의료센터,***********,충청남도 아산시 용화동 1581번지
2848,아산동물의료센터,727-7522,부산광역시 기장군 정관읍 매학리 717번지 3호
2849,아산시 동물복지지원센터 부속 동물병원,041-537-3845,충청남도 아산시 배미동 9번지 29호
2850,아산아이윌24시동물메디컬센터,041-532-3332,충청남도 아산시 풍기동 485번지
2851,아산축산업협동조합(동물병원),041-544-7744,충청남도 아산시 염치읍 방현리 296번지 1호
2852,아시아동물병원,***********,경기도 화성시 양감면 신왕리 800번지 25호
2853,아이동물병원,031-631-0045,경기도 이천시 진리동 42번지 2호
2854,아이들 동물병원,063-273-5575,전라북도 전주시 덕진구 만성동 1366번지 3호
2855,아이디펫 동물병원,051-863-8638,부산광역시 연제구 연산동 306번지 39호
2856,아이러브 동물병원,031-241-7551,경기도 수원시 장안구 송죽동 506번지 3호
2857,아이러브펫 동물병원 작전점,***********,인천광역시 계양구 작전동 448번지 7호 홈플러스 3층
2858,아이러브펫동물병원,324-8575,경기도 부천시 상동 540번지 1호 홈플러스부천상동점
2859,아이러브펫동물병원,02-597-8985,서울특별시 관악구 남현동 612번지 51호 남현프라자
2860,아이러브펫동물병원,032-875-7566,인천광역시 미추홀구 용현동 648번지 홈플러스 인하점 지하1층 8
2861,아이러브펫동물병원 은평점,,서울특별시 은평구 진관동 63번지 롯데몰 은평점
2862,아이러브펫동물병원(신도림점),3439-7533,서울특별시 구로구 신도림동 337번지 홈플러스 신도림점 지하1층
2863,아이본 동물병원,02-455-5975,서울특별시 광진구 자양동 681번지
2864,아이봄 동물병원,02-433-7515,서울특별시 중랑구 신내동 563번지 2호
2865,아이비유동물병원,***********,인천광역시 서구 원당동 1024번지 검단 금호어울림 센트럴
2866,아이사랑동물병원,02-946-0011,서울특별시 강북구 미아동 561번지 2호 현대성우아파트 102 110
2867,아이사랑동물병원 건강검진센터,02)946-0011,서울특별시 강북구 미아동 561번지 2호 현대성우아파트
2868,아이센텀 동물메디컬센터,746-0075,부산광역시 해운대구 우동 1488번지 대우월드마크센텀아파트
2869,아이안 동물의료센터,02-441-2202,서울특별시 강동구 명일동 46번지 2호 고덕역 효성해링턴 타워 더퍼스트
2870,아이앤지동물병원,051-702-5575,부산광역시 해운대구 좌동 1295번지 4호 메이드프롬
2871,아이엠 동물병원,02-338-2475,서울특별시 마포구 서교동 494번지
2872,아이원 동물병원,02-2217-8930,서울특별시 동대문구 답십리동 52번지 3호
2873,아이웰 동물의료센터,02-2088-1375,서울특별시 마포구 염리동 156번지 1호
2874,아이윌24시동물병원,02-6925-7021,서울특별시 강남구 청담동 47번지 노블레스타워
2875,아이유동물메디컬센터,604-0975,경기도 성남시 수정구 창곡동 560번지 위례우남역아이파크
2876,아이조은동물병원,900-7555,서울특별시 도봉구 쌍문동 215번지 1호
2877,아이즈동물병원,646-8841,강원도 강릉시 옥천동 285번지 2호
2878,아이처럼 동물병원,***********,경상남도 창원시 성산구 중앙동 89번지 3호 키다리빌딩
2879,아이케어 동물병원,***********,부산광역시 해운대구 우동 1488번지 대우월드마크센텀아파트
2880,아이케어 동물병원,0325647600,인천광역시 서구 청라동 167번지 1호 청라리치아노
2881,아이케어 동물병원,042-710-7975,대전광역시 유성구 문지동 637번지 2호
2882,아이튼튼 동물병원,02-899-7580,경기도 광명시 일직동 510번지 8호 골드스타빌딩
2883,아이파크 24시 동물병원,055-222-2475,경상남도 창원시 마산합포구 신포동1가 68번지 3호
2884,아이파크 동물병원,055-222-2475,경상남도 창원시 마산합포구 해운동 67번지 9호 2층
2885,아이펫동물병원,573-1175,대구광역시 서구 평리동 1360번지
2886,아이펫동물병원,781-7501,경기도 성남시 분당구 야탑동 360번지 1호 시그마3
2887,아이편한 동물의료센터,0319708875,경기도 고양시 덕양구 행신동 762번지
2888,아이힐 동물병원,02-561-3375,서울특별시 강남구 역삼동 838번지 9호 거암빌딩
2889,아인동물병원,,충청북도 청주시 흥덕구 복대동 2645번지
2890,아인동물의료센터,***********,충청북도 청주시 흥덕구 복대동 2647번지
2891,아인동물의료센터,032-721-7595,인천광역시 연수구 송도동 21번지 53호
2892,아인스 동물병원,03180558565,경기도 화성시 목동 260번지
2893,아인스동물병원,02-2213-0075,서울특별시 동대문구 장안동 435번지 6호
2894,아임동물병원,031-663-4987,경기도 평택시 고덕면 여염리 0번지
2895,아주동물병원,***********,경상남도 거제시 아주동 1684번지 4호
2896,아지동물병원,02-6085-7750,서울특별시 성동구 금호동4가 1108번지 지상1층
2897,아진동물병원,054-336-6179,경상북도 영천시 도림동 709번지 1호 외 1필지(709)
2898,아쿠아 종합동물병원,055)333-2967,경상남도 김해시 삼문동 579번지 7호
2899,아크리스동물의료센터,02-583-7582,서울특별시 강남구 삼성동 160번지 21호 3층
2900,아프리카 동물병원,705-7776,경기도 성남시 분당구 서현동 255번지 1호 풍림아이원플러스
2901,아프리카 동물병원,053-291-3336,대구광역시 북구 침산동 241번지 1호
2902,아프리카 동물병원,063-247-8874,전라북도 전주시 덕진구 인후동1가 928번지 1호 대명가치맨션 101 703
2903,아프리카 동물의료센터,032-508-7582,인천광역시 부평구 삼산동 427번지 5호 덕성빌딩 3층
2904,아프리카동물병원,02-426-7722,서울특별시 강동구 강일동 679번지 2호 MIDC빌딩
2905,아프리카동물병원,773-1119,서울특별시 용산구 후암동 244번지 11호
2906,아프리카동물병원,***********,경기도 안성시 공도읍 진사리 22번지 61호 서안성농업협동조합서부지점
2907,아프리카동물병원,032-833-7575,인천광역시 연수구 옥련동 304번지 12호
2908,아프지말게 동물병원,02-307-3355,서울특별시 마포구 상암동 1655번지
2909,안 수의과병원,***********,충청남도 아산시 모종동 580번지 3호 신정아파트상가
2910,안강가축병원,761-2227,경상북도 경주시 강동면 인동리 319번지
2911,안녕동물병원,031-8007-3103,경기도 수원시 영통구 원천동 593번지 광교아이파크
2912,안단테 동물의료센터,02-476-7582,서울특별시 강동구 천호동 25번지 15호 약제빌딩
2913,안동동물의료센터,054-854-0075,경상북도 안동시 옥동 790번지 8호
2914,안동봉화축협동물병원,858-8530,경상북도 안동시 광석동 20번지 4호 안동봉화축협
2915,안동제1 동물병원,852-7582,경상북도 안동시 옥동 796번지 1호
2916,안락동물병원,051-556-8747,부산광역시 동래구 안락동 756번지 57호
2917,안민 동물병원,031-859-0087,경기도 양주시 은현면 선암리 342번지 2호
2918,안산 반함동물의료센터,0314947975,경기도 안산시 단원구 원곡동 1002번지
2919,안산 센트럴 동물병원,031-439-7582,경기도 안산시 단원구 고잔동 537번지 4호 롯데프라자 2층
2920,안산동물병원,494-5164,경기도 안산시 단원구 원곡동 776번지 11호
2921,안상수동물병원,032-887-1537,인천광역시 미추홀구 용현동 622번지 149호
2922,안성동물의료센터,,경기도 안성시 옥산동 591번지
2923,안성축협동물병원,031-8046-8000,경기도 안성시 계동 85번지 3호 안성축산업협동조합
2924,안심 동물의료센터,031-569-8875,경기도 구리시 수택동 504번지 2호 대벌부페
2925,안심동물병원,***********,충청북도 청주시 서원구 수곡동 325번지
2926,안암동물병원,02-925-3686,서울특별시 동대문구 용두동 732번지 5호
2927,안양김준동물병원,031-447-1175,경기도 안양시 만안구 안양동 433번지 1호 안양 KCC 스위첸
2928,안양동물병원,031-466-0075,경기도 안양시 만안구 안양동 695번지 94호
2929,안양본동물의료센터,031-396-8275,경기도 안양시 동안구 관양동 900번지 9호
2930,안양비산동물병원,031-446-6575,경기도 안양시 만안구 안양동 154번지 1호
2931,안양축협동물병원,031-443-3841,"경기도 안양시 만안구 안양동 847번지 10호 3층, 지하층"
2932,안양펫동물병원,031-385-7676,경기도 안양시 동안구 호계동 923번지
2933,안정성평가연구소 전북흡입안전성연구본부 부속 동물병원,570-8313,전라북도 정읍시 신정동 30번지
2934,안정택동물병원,02-2060-7512,서울특별시 구로구 천왕동 279번지 3호 골드프라자
2935,안정현동물병원,***********,경상북도 영주시 휴천동 653번지 14호
2936,안중동물병원,031-683-8764,경기도 평택시 안중읍 현화리 172번지 3호
2937,안창선동물병원,665-0046,경기도 평택시 지산동 824번지 2호
2938,안호영동물병원,532-7272,대전광역시 서구 갈마동 293번지 5호
2939,알로하 동물병원,051-757-7845,
2940,알파동물병원,743-2135,경상북도 경주시 노서동 163번지 4호
2941,알프스동물병원,031-761-1600,경기도 광주시 중대동 28번지 187호
2942,알프스동물병원,473-0815,대구광역시 남구 봉덕동 562번지 15호
2943,알프스동물병원,***********,경상북도 영천시 금호읍 교대리 38번지 3호
2944,암사동물병원,02-3426-5079,서울특별시 강동구 암사동 503번지 22호 내호빌딩
2945,압구정동물의료센터,02-547-7588,서울특별시 강남구 신사동 617번지 성수빌딩
2946,압구정메이트동물병원,02-540-6303,"서울특별시 강남구 신사동 660번지 7호 1층,2층"
2947,압구정웰동물병원,3443-0275,서울특별시 강남구 신사동 528번지 3호 덕산빌딩 203호
2948,앙리동물병원,02-766-7577,서울특별시 성북구 성북동 155번지 15호 1층
2949,앞선동물병원,***********,경기도 고양시 덕양구 신원동 638번지 2호
2950,애견종합동물병원,647-8575,강원도 강릉시 옥천동 168번지 4호
2951,애견종합병원,335-8275,경기도 용인시 처인구 김량장동 333번지 2호
2952,애경동물병원,808-0251,부산광역시 부산진구 연지동 375번지 15호
2953,애나동물병원,032-529-9633,인천광역시 부평구 산곡동 2번지 10호 정진빌딩
2954,애니동물병원,416-7584,경기도 안산시 상록구 사동 1518번지
2955,애니온동물병원,031-499-7991,경기도 시흥시 정왕동 1729번지 2호
2956,애니웰 동물병원,***********,경기도 고양시 일산동구 백석동 1314번지 성우아뜨리움오피스텔
2957,애니존동물병원,031-267-0975,경기도 수원시 팔달구 인계동 1019번지 5호
2958,애니컴 메디컬센터,02-2232-9702,서울특별시 중구 신당동 353번지 130호
2959,애니케어 동물병원 수유점,996-1007,서울특별시 강북구 수유동 279번지 290호
2960,애니케어동물병원,02-967-0877,서울특별시 동대문구 이문동 324번지 3호
2961,애니케어동물병원,031-567-7589,경기도 구리시 토평동 617번지 3호
2962,애니펫동물병원,031-266-8898,경기도 용인시 수지구 상현동 852번지 수지3차쌍용스윗닷홈상가
2963,애니펫동물병원,032-833-4875,인천광역시 연수구 송도동 15번지 10호 송도 더 프라우 3단지 303동 123~125호
2964,애니피아동물병원,061-644-2729,전라남도 여수시 국동 543번지 국동대주아파트
2965,애니힐동물병원,466-7975,인천광역시 남동구 구월동 1526번지 1호
2966,애드펫동물병원,2068-2277,서울특별시 영등포구 양평동2가 1번지 1호 신동아하이팰리스
2967,애플동물병원,455-0077,서울특별시 광진구 능동 256번지 1호
2968,애플동물병원,043-911-8275,충청북도 충주시 칠금동 834번지 하나빌딩
2969,애플동물병원,053-633-1175,대구광역시 달서구 진천동 574번지 1호
2970,애플벳 동물병원,***********,충청북도 진천군 이월면 신월리 364번지 37호
2971,애플펫 동물병원,031-726-4800,경기도 광주시 신현동 709번지 10호
2972,앤(N)고양이병원,070-4351-3854,서울특별시 노원구 상계동 318번지 2호 (주)노원24시동물의료센터 3층
2973,앨리스in동물병원,053-638-7585,대구광역시 달서구 월성동 1811번지 그루메디컬
2974,앨리스동물병원,053-963-0775,대구광역시 동구 신서동 713번지 1층
2975,앨리스동물병원,02-899-7512,경기도 광명시 소하동 1341번지 3호
2976,야당동물병원,031-948-7579,경기도 파주시 야당동 1074번지 2호
2977,야로동물병원,***********,경상남도 합천군 야로면 구정리 254번지
2978,야옹동물병원,354-0087,서울특별시 은평구 신사동 35번지 20호 동현빌딩
2979,야탑서울동물병원,0505-315-1234,경기도 성남시 분당구 야탑동 274번지 3호
2980,약초동물병원,055-973-7584,경상남도 산청군 신안면 하정리 651번지 5호 협성철강
2981,양·한방 전문 힘찬동물병원,***********,부산광역시 부산진구 가야동 378번지 17호
2982,양구동물병원,033-481-2618,강원도 양구군 국토정중앙면 가오작리 1092번지
2983,양덕동물병원,255-0099,경상북도 포항시 북구 양덕동 1755번지
2984,양동진동물병원(출장전문),***********,경기도 양평군 용문면 다문리 704번지 2호
2985,양북동물병원,***********,경상북도 경주시 문무대왕면 어일리
2986,양산 동물 메디컬센터,055-365-7582,경상남도 양산시 중부동 708번지 3호
2987,양산에스동물메디컬센터,055-382-2475,경상남도 양산시 물금읍 증산리 1776번지 2호
2988,양수의과병원,,경상북도 영천시 야사동 293번지 8호
2989,양원주동물병원,***********,전라남도 해남군 해남읍 구교리 413번지
2990,양주 센트럴 동물병원,031-928-6569,경기도 양주시 옥정동 963번지 9호 선양프라자
2991,양주 온 동물병원,031-868-0075,경기도 양주시 옥정동 963번지 18호
2992,양주24시해든동물의료센터,031-848-9111,경기도 양주시 광사동 652번지 1호
2993,양주동물병원,***********,경기도 양주시 남면 상수리 165번지 7호
2994,양주축협동물병원,031-863-2223,경기도 양주시 고읍동 52번지 3호
2995,양지가축동물병원,02-478-2208,서울특별시 강동구 길동 402번지 10호
2996,양지동물병원,***********,경상북도 경산시 옥산동 820번지 1호 아름다운빌
2997,양지동물병원,051-867-5595,부산광역시 연제구 연산동 746번지 12호
2998,양지동물병원,02-874-3535,서울특별시 관악구 봉천동 959번지 9호 제이에스빌딩
2999,양지동물병원,,서울특별시 강동구 둔촌동 99번지 7호
3000,양지종합동물병원,031-338-7588,경기도 용인시 처인구 양지면 양지리 480번지 1호
3001,양천종합동물병원,2607-0022,서울특별시 양천구 신월동 444번지 11호
3002,양평가축병원,031-772-3332,경기도 양평군 양평읍 양근리 284번지 1호
3003,양하무역산업동물병원(출장전문),1566-4343,경기도 안성시 죽산면 용설리 397번지 20호
3004,어강동물병원,031-595-7582,경기도 남양주시 금곡동 432번지 15호
3005,어니스트 동물병원,698-4789,경기도 성남시 분당구 운중동 979번지
3006,어반동물병원,***********,경상남도 창원시 의창구 중동 784번지 1호 어반브릭스
3007,어썸펫동물병원,041-355-2008,충청남도 당진시 수청동 1022번지
3008,어울동물의료센터,***********,서울특별시 은평구 녹번동 28번지 1호
3009,어울림 동물병원,054-975-7579,경상북도 칠곡군 석적읍 중리 137번지 10호
3010,어울림동물메디컬센터,051-711-7581,부산광역시 강서구 명지동 3420번지 7호
3011,어울림동물병원,031-548-2911,경기도 용인시 수지구 신봉동 955번지 1호
3012,어울림동물병원,02-305-4242,서울특별시 서대문구 남가좌동 124번지 1호
3013,어울림동물병원,062-362-2882,광주광역시 서구 풍암동 893번지 1호
3014,어정동물병원,031-284-9200,경기도 용인시 기흥구 중동 760번지 1호
3015,어진종합동물병원,638-8275,대구광역시 달서구 상인동 255번지 2호
3016,언양동물병원,***********,울산광역시 울주군 두동면 봉계리 925번지 2호
3017,언제나동물병원,041-543-7009,충청남도 아산시 배방읍 장재리 1517번지
3018,얼바인동물병원,02-459-7515,서울특별시 강남구 자곡동 670번지 강남센터뷰
3019,엄궁종합동물병원,051-316-7597,부산광역시 사상구 엄궁동 25번지 25호
3020,엄마손동물병원,042-585-0076,대전광역시 서구 도마동 173번지 1호 도마동써머스빌주상복합
3021,엉클장동물병원,713-0053,서울특별시 용산구 원효로1가 133번지 3호 리첸시아 용산 A 106
3022,에니펫동물병원,523-0275,충청남도 천안시 동남구 신부동 816번지 대흥빌딩
3023,에덴동물병원,061-542-2785,전라남도 진도군 진도읍 남동리 745번지 25호
3024,에덴동물병원,031-224-2470,경기도 수원시 팔달구 매교동 141번지 5호
3025,에덴동물병원,031-943-3710,경기도 파주시 동패동 1759번지 2호 현대프라자
3026,에덴동물병원,,전라남도 함평군 함평읍 기각리 1337번지
3027,에드워드동물병원,031-962-0926,경기도 고양시 일산동구 식사동 1582번지 4호
3028,에버그린 펫 클리닉,***********,
3029,에버랜드 동물병원,031-320-8708,경기도 용인시 처인구 포곡읍 전대리 310번지
3030,에버펫 동물병원,02-409-7533,서울특별시 송파구 가락동 175번지 14호 연암빌딩
3031,에버펫동물병원,031-714-1175,경기도 성남시 분당구 금곡동 161번지 천사의도시1 오피스텔 121호
3032,에스 클래스 동물병원,031-217-7801,경기도 수원시 영통구 원천동 589번지 중흥 S-클래스
3033,에스동물병원,***********,서울특별시 용산구 한강로3가 98번지
3034,에스동물암센터,,경상남도 양산시 동면 석산리 519번지 15호
3035,에스벳 동물병원,,세종특별자치시 금남면 원봉리 422번지
3036,에이드동물병원,02-545-4975,서울특별시 강남구 신사동 586번지 3호 영석빌딩
3037,에이블 동물병원,2058-1882,서울특별시 서초구 양재동 4번지 14호
3038,에이비씨(ABC)동물병원,02-3471-0075,서울특별시 서초구 서초동 1332번지 2호 대한무지개종합상가
3039,에이스 동물병원,031-266-2900,경기도 용인시 수지구 동천동 174번지 15호
3040,에이스동물메디컬센터,031-875-8090,경기도 의정부시 의정부동 26번지 6호
3041,에이스동물병원,238-0055,충청북도 청주시 흥덕구 개신동 699번지 고담빌딩
3042,에이스동물병원,***********,충청북도 청주시 서원구 개신동 대우푸르지오 504 102
3043,에이스종합동물병원,582-8701,부산광역시 금정구 구서동 839번지 1호
3044,에이원동물병원,02-521-8181,서울특별시 서초구 서초동 1538번지 9호 유민빌딩 1층
3045,에이치동물메디컬센터,051-583-7575,부산광역시 금정구 부곡동 889번지 7호
3046,에이플러스 동물병원,02-3144-7582,서울특별시 서대문구 연희동 135번지 9호 내풍빌딩
3047,에코동물병원,063-251-7975,전라북도 전주시 덕진구 송천동2가 1311번지 에코시티 데시앙 4블럭
3048,에코동물병원,02-443-2222,서울특별시 송파구 가락동 137번지 3호 현대빌리지
3049,에코바이오,733-1330,경기도 성남시 중원구 금광동 4605번지
3050,에쿠스종합동물병원(출장진료 전문),***********,경기도 평택시 월곡동 368번지 1호
3051,에피소드 동물병원,***********,대구광역시 수성구 만촌동 859번지 2호
3052,엑슬루 동물병원,0429347582,대전광역시 대덕구 석봉동 770번지 금강엑슬루타워
3053,엔젤동물병원,977-0275,서울특별시 노원구 공릉동 362번지 3호
3054,엔젤동물병원,***********,충청남도 천안시 서북구 쌍용동 1059번지
3055,엔젤동물병원,031-713-5004,경기도 성남시 분당구 금곡동 172번지 씨티밸리
3056,엔젤동물병원,435-0166,서울특별시 중랑구 면목동 102번지 51호
3057,엔케어동물의료센터,031-657-2475,경기도 평택시 죽백동 654번지 4호
3058,엘 동물병원,02-2088-2878,서울특별시 송파구 오금동 95번지 1호 이화빌딩
3059,엘동물병원,,경기도 의왕시 오전동 324번지 4호
3060,엘동물병원,02-3295-3927,서울특별시 동대문구 용두동 38번지 17호
3061,엘동물의료센터,051-862-8275,부산광역시 연제구 연산동 1123번지 22호
3062,엘림동물병원,***********,광주광역시 광산구 선암동 678번지
3063,엘림동물병원,,경기도 부천시 도당동 141번지 3호 성진그린타운 102동
3064,엘케이동물병원,952-6426,서울특별시 노원구 중계동 413번지 9호 두림빌딩
3065,엘케이동물의료센터,043-288-7599,충청북도 청주시 상당구 용암동 2623번지
3066,여서동물병원,***********,전라남도 여수시 여서동 208번지 1호
3067,여수 죽림 동물병원,***********,전라남도 여수시 소라면 죽림리 1213번지 1호
3068,여수동물병원,641-4542,전라남도 여수시 서교동 224번지 1호
3069,여울동물병원,031-373-0575,경기도 화성시 오산동 973번지 동탄역 반도유보라 아이비파크 8.0 207 E025
3070,여의도 동물병원,02-783-7580,서울특별시 영등포구 여의도동 53번지 3호 미라클빌딩 4층
3071,여주동물병원,***********,경기도 여주시 강천면 간매리 272번지 11호
3072,여천종합동물병원,644-5250,전라남도 여수시 돌산읍 군내리 545번지
3073,여한경,***********,충청남도 서산시 동문동 309번지 3호 서산공용버스터미널
3074,연 동물병원,02-423-8280,서울특별시 송파구 잠실동 19번지 9호 잠실파인애플상가 A동 2층
3075,연경동물병원,053-985-7550,대구광역시 북구 연경동 960번지 1호
3076,연기동물병원,***********,세종특별자치시 조치원읍 상리 18번지 9호
3077,연기동물병원,***********,충청남도 연기군 조치원읍 상리 18번지 9호
3078,연두 동물병원,031-294-8277,경기도 수원시 권선구 금곡동 1078번지 수원모아미래도센트럴타운1단지 상가 B127
3079,연두동물병원,959-7533,광주광역시 광산구 신창동 1211번지 4호
3080,연두동물병원,024550975,
3081,연산동물병원,,충청남도 논산시 벌곡면 한삼천리 264번지 4호
3082,연산동물의료센터,051-791-0175,부산광역시 연제구 연산동 1953번지 1호
3083,연서동물종합병원,02-358-7582,서울특별시 은평구 대조동 223번지 13호 1층
3084,연성 동물병원,054-761-0005,경상북도 경주시 안강읍 안강리 346번지 16호
3085,연수동물메디컬센터,032-817-5182,인천광역시 연수구 연수동 600번지 5호
3086,연은동물병원,678-0896,경기도 부천시 고강동 350번지 8호
3087,연이동물병원,042-581-7282,대전광역시 서구 정림동 593번지
3088,연제종합동물병원,753-8875,부산광역시 수영구 망미동 963번지 21호
3089,연지동물병원,055-342-7700,경상남도 김해시 구산동 1082번지 7호
